,epoch,train_loss,wire_train_acc,wire_train_f1,terminal_train_acc,terminal_train_f1,action_train_acc,action_train_f1,val_loss,wire_val_acc,wire_val_f1,terminal_val_acc,terminal_val_f1,action_val_acc,action_val_f1
95,95,0.4015862677038967,0.95,0.9502072475495573,1.0,1.0,0.99375,0.9937477823772916,0.3074741071322933,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
96,96,0.6008926070251619,0.925,0.9245260778318034,0.99375,0.9937579821200512,0.9875,0.9875614938232451,0.3183304326259531,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
97,97,0.4969150631884986,0.91875,0.9183759383242037,1.0,1.0,0.99375,0.9937477823772916,0.32245790609158576,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
98,98,0.49011798860155975,0.95,0.9499233058608059,1.0,1.0,0.9875,0.9874566752246471,0.2987127736385446,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
99,99,0.4411037410234712,0.95625,0.9559810712903047,1.0,1.0,0.9875,0.9875614938232451,0.29969623119104655,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
100,100,0.4939525611060162,0.94375,0.9439726489161974,1.0,1.0,0.9875,0.9874566752246471,0.3124652349448297,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
101,101,0.48582753436858184,0.925,0.9246155760615693,1.0,1.0,0.9875,0.9874635237009013,0.3142941304948181,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
102,102,0.4324535552372254,0.94375,0.9437989437822367,1.0,1.0,0.99375,0.9937477823772916,0.29799696352565663,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
103,103,0.658326413861505,0.9125,0.9118338617796077,1.0,1.0,0.98125,0.9811775576581905,0.2953653727367055,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
104,104,0.3942964396388561,0.9375,0.9372571919062984,1.0,1.0,0.99375,0.9937477823772916,0.3053786823176779,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
105,105,0.36066988761958785,0.9375,0.9378039844221314,1.0,1.0,0.99375,0.9937477823772916,0.30288661799859257,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
106,106,0.3294461860812589,0.95,0.9500217770034844,1.0,1.0,0.99375,0.9937477823772916,0.3136713064799551,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
107,107,0.4494058583963124,0.9375,0.9375151836013196,1.0,1.0,0.99375,0.9937477823772916,0.3000673558388371,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
108,108,0.4800879497412097,0.9125,0.9126148203183713,1.0,1.0,0.99375,0.9937477823772916,0.3035495917254593,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
109,109,0.36286796394542764,0.95,0.9500905279915937,1.0,1.0,0.99375,0.9937477823772916,0.30115293577546254,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
110,110,0.4407724262845932,0.95,0.9500811102642277,1.0,1.0,0.99375,0.9937477823772916,0.29693121449672616,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
111,111,0.5277816043082566,0.9375,0.9374743398962149,1.0,1.0,0.975,0.9748042362002568,0.2979903258383274,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
112,112,0.3387447306929971,0.95625,0.9561364484318318,1.0,1.0,0.99375,0.9937477823772916,0.2939793943834957,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
113,113,0.6210966109110814,0.95,0.949949118046133,1.0,1.0,0.975,0.9750224646983312,0.29341106974170544,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
114,114,0.46326981658457955,0.9625,0.9626886285043028,1.0,1.0,0.975,0.9749486517424867,0.29247908407123757,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
115,115,0.4197538281448942,0.94375,0.9440203373015873,1.0,1.0,0.99375,0.9937477823772916,0.29220439605996945,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
116,116,0.3762510954124082,0.95625,0.9560868409863945,1.0,1.0,0.99375,0.9937477823772916,0.2902123165957164,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
117,117,0.3024282313146614,0.96875,0.9687214353091529,1.0,1.0,0.99375,0.9937477823772916,0.2864755424379837,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
118,118,0.6214348262605199,0.94375,0.943806166056166,0.99375,0.9937574537865235,0.975,0.9749895334928229,0.3081184723763727,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
119,119,0.4535113282428028,0.95625,0.9559799079888365,0.975,0.9740191881421266,0.99375,0.9937477823772916,0.2936073675984517,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
120,120,0.40776760609496704,0.94375,0.943476413194069,0.99375,0.9937267008387698,0.99375,0.9937477823772916,0.2905737100809347,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
121,121,0.4758214634606702,0.9375,0.9374084642554792,0.99375,0.9937267008387698,0.9875,0.9874566752246471,0.2931297742470633,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
122,122,0.4504866904049777,0.91875,0.9191049913941478,1.0,1.0,0.99375,0.9937477823772916,0.2903751484322129,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
123,123,0.42563940610707507,0.9625,0.9624491807475678,1.0,1.0,0.99375,0.9937477823772916,0.2913218197558308,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
124,124,0.3827031853899371,0.9375,0.937433516332273,0.99375,0.9937430478309232,0.99375,0.9937477823772916,0.28768838458054236,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
125,125,0.4063141752985757,0.9375,0.9377205977610632,0.99375,0.9937116858237548,0.99375,0.9937477823772916,0.297461926745018,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
126,126,0.35297278677014676,0.9375,0.9373629937224406,1.0,1.0,0.99375,0.9937477823772916,0.2978370279510273,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
127,127,0.3217388093960835,0.95,0.9504368626258748,1.0,1.0,0.99375,0.9937477823772916,0.2884878886747174,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
128,128,0.3205849397269048,0.9625,0.96268913453499,1.0,1.0,0.99375,0.9937477823772916,0.2920690360420849,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
129,129,0.4550323774064964,0.91875,0.91848932369558,1.0,1.0,0.99375,0.9937477823772916,0.29585888439614794,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
130,130,0.36645950757965695,0.94375,0.9441877062680852,1.0,1.0,0.99375,0.9937477823772916,0.3050276089590625,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
131,131,0.37050056726275216,0.94375,0.9438149994583378,1.0,1.0,0.9875,0.9875614938232451,0.30619842226587934,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
132,132,0.3110918683343698,0.9625,0.9624511756308131,1.0,1.0,0.99375,0.9937477823772916,0.3036963967460906,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
133,133,0.3679380307654355,0.95625,0.9566394972493789,1.0,1.0,0.98125,0.9812703866706005,0.30295725692703857,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
134,134,0.38963169530004504,0.95625,0.9563453715622021,1.0,1.0,0.99375,0.9937477823772916,0.30968103468767366,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
135,135,0.31829860042043945,0.95,0.9500477251275123,1.0,1.0,0.99375,0.9937477823772916,0.29889782747923166,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
136,136,0.4109805946592132,0.925,0.9250752950752951,1.0,1.0,0.99375,0.9937477823772916,0.3014901796574122,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
137,137,0.2521110108497851,0.96875,0.968852306547619,1.0,1.0,0.99375,0.9937477823772916,0.29778449167497456,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
138,138,0.4087328369363604,0.95625,0.9560280724704349,1.0,1.0,0.98125,0.9811775576581905,0.26276384516386314,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
139,139,0.351693962639456,0.94375,0.9438235462454212,0.99375,0.9937336530078464,0.99375,0.9937477823772916,0.2918299832206685,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
140,140,0.38633041893235714,0.9625,0.9627345816798941,1.0,1.0,0.98125,0.9811775576581905,0.30123344461608215,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
141,141,0.291611652601523,0.95625,0.9561768210692261,1.0,1.0,0.99375,0.9937477823772916,0.2938156479998725,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
142,142,0.28912187196292505,0.975,0.9751117311507936,1.0,1.0,0.99375,0.9937477823772916,0.27969018419098574,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
143,143,0.38495492009569715,0.95,0.9499513905793574,1.0,1.0,0.99375,0.9937477823772916,0.28447916675067975,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
144,144,0.36104742591940064,0.94375,0.9433338457334152,1.0,1.0,0.99375,0.9937477823772916,0.30129301834531363,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
145,145,0.4608244987838589,0.93125,0.9314179793781312,1.0,1.0,0.9875,0.9874635237009013,0.2555787973091356,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
146,146,0.31398751720334983,0.95625,0.9566655745967741,1.0,1.0,0.99375,0.9937477823772916,0.26546662746113725,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
147,147,0.30423736485786324,0.9625,0.9623737075161125,1.0,1.0,0.99375,0.9937477823772916,0.2894623027299531,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
148,148,0.4074775904163744,0.93125,0.9310545570061844,1.0,1.0,0.9875,0.9874977823772916,0.2954143655457301,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
149,149,0.4269715577816896,0.96875,0.9686695447409732,1.0,1.0,0.98125,0.9812703866706005,0.24418516100558918,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
150,150,0.2619695976974981,0.975,0.9748759034863944,1.0,1.0,0.99375,0.9937477823772916,0.24356016709352843,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
151,151,0.326109229269241,0.95,0.9498337407879818,1.0,1.0,0.99375,0.9937477823772916,0.24940969763556495,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
152,152,0.46493800115886186,0.9625,0.9625321534863944,1.0,1.0,0.98125,0.9811775576581905,0.28652520806645043,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
153,153,0.2990915527654579,0.95,0.9499216503920627,0.99375,0.9937579821200512,0.99375,0.9937477823772916,0.30554135575221153,0.925,0.9265246449456976,1.0,1.0,1.0,1.0
