,epoch,train_loss,wire_train_acc,wire_train_f1,wire_train_loss,action_train_acc,action_train_f1,action_train_loss,val_loss,wire_val_acc,wire_val_loss,wire_val_f1,action_val_acc,action_val_f1,action_val_loss
126,126,1.5469152365938974,0.90625,0.9041780488001419,0.21427737124118665,0.65625,0.6426973505588488,1.3326378726178993,2.9023798016799445,0.8,0.5302399388383492,0.8062062937062937,0.5,0.48502989591791545,1.186069926152277
127,127,1.4531614947356544,0.9125,0.9124380596556776,0.17086519161052638,0.675,0.6674213174213174,1.282296298959959,3.848640188201068,0.775,0.5379095738556317,0.7849725274725274,0.475,0.4661538461538462,1.6553652780124537
128,128,1.4065883518970588,0.9375,0.9377306903622692,0.15270880657546257,0.71875,0.7072214398947653,1.2538795436807924,3.601703756720667,0.825,0.5277631443108135,0.8327365728900255,0.5,0.4818181818181818,1.5369703022990848
129,129,1.3404951233986302,0.925,0.9244123931623933,0.19262263569495644,0.71875,0.7007248691736644,1.1478724835879057,3.6560845797414117,0.8,0.4733209190218986,0.8062062937062937,0.45,0.44743677375256324,1.5913818449479606
130,130,1.561422475428642,0.89375,0.8935144134574189,0.20837131826431837,0.675,0.666713032223211,1.3530511552508666,3.071974313068881,0.825,0.5194395566573575,0.8327365728900255,0.575,0.5495356037151703,1.2762673750499858
131,131,1.4465802357331825,0.9125,0.9112278705584395,0.18508762432546533,0.6625,0.6539490753776469,1.2614926135782127,3.5501109435802847,0.8,0.436111761767836,0.8062062937062937,0.525,0.48653309409888357,1.5569995727214292
132,132,1.4183497003411598,0.9125,0.9135021431591897,0.17934356621427266,0.69375,0.6780169401353582,1.239006135412738,3.9160205403807367,0.825,0.4028403608058625,0.8279874213836479,0.475,0.46521739130434786,1.7565900821471019
133,133,1.3561844065500703,0.9,0.8998857502146975,0.16493041189812643,0.69375,0.67935205413378,1.1912539932024597,3.9512064923053005,0.825,0.42837061885074945,0.8279874213836479,0.525,0.5032467532467533,1.761417954810213
134,134,1.5883829508610028,0.9125,0.9135479891820472,0.2147869674590694,0.69375,0.6871793996894666,1.37359598421556,3.6434151433872217,0.8,0.4145122824211285,0.8062062937062937,0.475,0.462987012987013,1.614451430737887
135,135,1.3517179409562168,0.9125,0.9124320652173914,0.17772181780980495,0.7125,0.7054359383306752,1.1739961197363238,3.945604028878563,0.825,0.4024036138145419,0.8327365728900255,0.525,0.5083333333333333,1.7716001999796447
136,136,1.336679051085636,0.91875,0.9171286439567637,0.21473070959830412,0.725,0.7235100412406569,1.1219483407291106,3.4731139290138002,0.8,0.4411240092900243,0.8062062937062937,0.525,0.5032467532467533,1.515994947356677
137,137,1.4316731675147945,0.90625,0.9057069165940135,0.17862163441969509,0.65,0.6368856837606838,1.2530515350690745,3.6316175566985636,0.8,0.38783948026422194,0.8106666666666668,0.525,0.5084415584415585,1.6218890309333518
138,138,1.390689072542365,0.9,0.8994971264367816,0.20360114655739125,0.6625,0.6603737435889497,1.1870879279301803,3.5601165015249876,0.8,0.4657493096924554,0.8062062937062937,0.55,0.5334293394777265,1.5471835771109625
139,139,1.44009511392207,0.90625,0.9063846176385735,0.18302717397628535,0.6875,0.6698682364574154,1.2570679407740675,3.771301887300768,0.8,0.4847630460890201,0.8106666666666668,0.525,0.4954887218045112,1.643269441463039
140,140,1.3546435357253066,0.91875,0.9183342109882394,0.17311868959570725,0.6875,0.6675786226218692,1.1815248461394439,3.9676838179118077,0.8,0.5153296499767748,0.8062062937062937,0.525,0.5068681318681318,1.726177055248948
141,141,1.3405448880215682,0.90625,0.9054834032145355,0.22772032111511747,0.7125,0.707361120337463,1.1128245696143406,4.005635832226721,0.8,0.49520026797508765,0.8062062937062937,0.475,0.4433788007956806,1.7552177882985576
142,142,1.52157762226671,0.925,0.9256576767553824,0.19768286133590035,0.68125,0.6654782343082986,1.3238947621106545,3.865085195167836,0.8,0.49966840491009634,0.8062062937062937,0.525,0.5020363408521303,1.6827084052259607
143,143,1.285555931069699,0.9125,0.9118021746186304,0.17034830830194986,0.7125,0.6973461206896552,1.1152076274748979,4.0031796012023735,0.8,0.4583555048558082,0.8062062937062937,0.525,0.4954887218045112,1.7724120394301734
144,144,1.5565381817379713,0.9,0.9000803817753976,0.17841108754495982,0.6375,0.6305768493130475,1.3781270975194384,3.7677981730548824,0.8,0.4817247997071263,0.8062062937062937,0.5,0.4964798359535202,1.6430366695159193
145,145,1.3734242950076734,0.8875,0.8854471830985917,0.2533235824764176,0.725,0.7184315899308726,1.120100716674817,4.1910308440663355,0.8,0.45332485562103103,0.8062062937062937,0.45,0.4541062801932367,1.868852983693614
146,146,1.361367162989286,0.91875,0.9199873767337788,0.1967976535556289,0.73125,0.7263694067370539,1.1645695115204444,3.7241327294145092,0.825,0.443830407150881,0.8327365728900255,0.45,0.4545433436532507,1.6401511381844216
147,147,1.3680514911007136,0.91875,0.9173967017272707,0.1894429007992791,0.73125,0.7305047014365774,1.1786085872459167,3.5310120746932854,0.85,0.4229543413419833,0.854895104895105,0.45,0.4538961038961039,1.5540288713281938
148,148,1.3665821194859507,0.90625,0.9062698211875844,0.19117487747206569,0.73125,0.7294636580562905,1.1754072432326883,3.8443066568572704,0.85,0.425194431884438,0.854895104895105,0.475,0.4722222222222222,1.7095561071644851
149,149,1.345864415510443,0.9375,0.9388176538908246,0.1973486340755585,0.73125,0.7201273639941488,1.1485157761021418,3.7759307163532982,0.8,0.4727708358583186,0.8062062937062937,0.425,0.42682539682539683,1.6515799083396872
150,150,1.3374834387531724,0.95,0.9493966045802539,0.16927229814666817,0.73125,0.7296071277011779,1.1682111379542608,3.896371184940017,0.825,0.4452089107144275,0.8327365728900255,0.5,0.48571428571428577,1.725581149313848
151,151,1.3911872102443905,0.925,0.9253118591934382,0.22178984702537524,0.6875,0.6779161352040817,1.1693973696439226,4.034648693165991,0.825,0.4449292548146332,0.8327365728900255,0.425,0.425,1.7948597031874898
152,152,1.2941200335761642,0.90625,0.9072074094719023,0.19389534764175326,0.70625,0.7006208881578948,1.1002246867907708,4.988604075966123,0.825,0.47747349090641367,0.836122448979592,0.475,0.4980952380952382,2.255565264118695
153,153,1.39310041041633,0.9125,0.9133150545367374,0.1933101392403266,0.7375,0.7296224462056419,1.1997902735808317,3.8638094381790324,0.8,0.5737360901257489,0.8106666666666668,0.5,0.48256401137980093,1.6450366850424416
154,154,1.2796575639533265,0.925,0.9210084655458205,0.19721871630694016,0.7375,0.7360698198198198,1.082438849816929,3.953592125931641,0.825,0.4564680742318103,0.8327365728900255,0.525,0.4984126984126984,1.7485620300983442
155,155,1.3501023205696234,0.9375,0.9372859866926323,0.1585798294660677,0.675,0.664242742551566,1.1915224923341718,4.017117099463599,0.8,0.37289660834546795,0.8129144385026738,0.45,0.4451612903225806,1.8221102555280708
156,156,1.3561859066065054,0.9,0.8986804206464842,0.19726752280374166,0.70625,0.7025570014189886,1.158918382097717,4.36129687619723,0.8,0.49004221292707373,0.8106666666666668,0.45,0.43015873015873013,1.9356273323081041
157,157,1.516326327249385,0.91875,0.9178214836967008,0.1768639283181669,0.69375,0.6849155549796305,1.3394624049858748,3.8313557600573405,0.825,0.5156576016581766,0.8327365728900255,0.475,0.4597744360902256,1.6578490821630112
158,158,1.297075793282015,0.93125,0.9303416271721959,0.17534420748673937,0.70625,0.705210005733945,1.1217315860030381,4.0216368053561045,0.8,0.448289539909797,0.8063207547169812,0.475,0.47009358288770053,1.7866736252785642
159,159,1.4628841547729863,0.9125,0.9118016232056517,0.25157956029827094,0.71875,0.7090109789698605,1.2113045956353417,3.58132402057372,0.775,0.5015863309292399,0.7728729603729604,0.475,0.4492063492063492,1.5398688464359567
160,160,1.3088646254889358,0.93125,0.9314303797468355,0.15799833899740084,0.7125,0.7000994526459611,1.1508662835288892,4.267548217810292,0.825,0.4618265729258383,0.8279874213836479,0.475,0.45731225296442685,1.902860820258303
161,161,1.278396749523904,0.9125,0.9129199382488856,0.17142466678804982,0.71875,0.7043990384615385,1.1069720850596922,3.9719073880460427,0.8,0.45453493405955214,0.8062062937062937,0.475,0.4427576293675365,1.758686248864808
162,162,1.3248369927947532,0.90625,0.9065944151130176,0.21174204725555276,0.7,0.6971436403508771,1.1130949458436772,4.285310032335053,0.8,0.47392662451094336,0.8063207547169812,0.475,0.46821589205397307,1.905691683257436
163,163,1.2467317200992156,0.93125,0.9274217109604654,0.16860714051083447,0.75,0.7438737341483441,1.0781245814838811,3.998946973098748,0.825,0.49799871953091496,0.8327365728900255,0.45,0.4579365079365079,1.7504741424807946
164,164,1.5730398880921939,0.93125,0.9319136682283234,0.1811336055428085,0.63125,0.619151854265304,1.39190628532308,3.4493927367468813,0.85,0.40538580911664324,0.854895104895105,0.5,0.49139610389610394,1.5220034771817494
165,165,1.3411133930972194,0.91875,0.9190618591934381,0.23030993638447655,0.7375,0.7321050547235023,1.1108034563284659,4.198852615103851,0.825,0.4114363987897832,0.8279874213836479,0.45,0.4538961038961039,1.8937081141624503
166,166,1.212444463572383,0.91875,0.9195366259178105,0.16795524749324992,0.725,0.724116582057037,1.0444892163068924,4.467084691393865,0.825,0.4993797086481152,0.8327365728900255,0.425,0.43024202184621974,1.9838524775112631
167,167,1.2563376506782251,0.93125,0.9298065164220827,0.16898014500238187,0.75,0.7460877691387561,1.0873575052827538,4.389685958111545,0.825,0.43323330772584506,0.8279874213836479,0.45,0.44743677375256324,1.9782263334374306
168,168,1.2378429096747663,0.90625,0.9037595276863357,0.18198540683955522,0.73125,0.7225144974226805,1.055857500077293,4.437443970632654,0.825,0.45350370905296133,0.8327365728900255,0.45,0.4646103896103896,1.991970133001408
169,169,1.5291663861326263,0.925,0.9258071913410383,0.1624750369215974,0.64375,0.6415596978120517,1.366691351631041,4.121258739369819,0.825,0.45084514170648615,0.8327365728900255,0.5,0.47584586466165407,1.8352067890515968
170,170,1.2556089651360254,0.9125,0.9135021431591897,0.18315408303179087,0.725,0.7242559523809524,1.0724548784063246,4.307597807042964,0.825,0.48182539795666346,0.8327365728900255,0.475,0.4726881720430107,1.9128861857573327
171,171,1.22013089421269,0.94375,0.9436868686868689,0.15669538642521696,0.725,0.7258106907003965,1.0634355143800178,4.146326013584309,0.825,0.48871599819043465,0.8327365728900255,0.525,0.5071428571428571,1.8288050173081758
172,172,1.2443401653613173,0.94375,0.9427475040682589,0.14777625515865472,0.7125,0.7028645833333333,1.096563909748037,4.1305168750586745,0.8,0.5313951820797229,0.8095811051693405,0.45,0.4451612903225806,1.7995608503759286
173,173,1.3074115817360088,0.89375,0.8943070652173913,0.19518781617947986,0.725,0.7182816190880706,1.1122237681387142,4.840804264135403,0.85,0.4427286405283667,0.854895104895105,0.45,0.45982142857142855,2.19903780044975
174,174,1.7130540813358706,0.90625,0.9059294871794872,0.24431682555059525,0.675,0.6769464335792351,1.4687372640585847,4.508995466304759,0.775,0.4688930159856682,0.7845268542199489,0.425,0.44142857142857145,2.0200512528874923
175,175,1.2493218199731966,0.94375,0.9437680375180374,0.15582336005255257,0.69375,0.6942721303488086,1.093498459535844,4.219785151368251,0.8,0.49631510632261777,0.8073529411764706,0.5,0.456042199488491,1.8617350133919444
176,176,1.2884911947377824,0.91875,0.9173967017272707,0.18043669886031335,0.74375,0.7357285824970484,1.108054498205076,4.953830777152393,0.825,0.5141315709392075,0.8327365728900255,0.5,0.4812593703148426,2.219849582893983
177,177,1.2948494608624266,0.91875,0.9180832728592163,0.1786497104590012,0.70625,0.7027779345889072,1.1161997464271942,4.661319547018417,0.825,0.4133666166595503,0.8327365728900255,0.5,0.4764705882352941,2.1239764554076404
178,178,1.2356360817711902,0.93125,0.9305021367521368,0.1736761946204318,0.70625,0.7020390795706178,1.0619598881072305,4.44166308450504,0.825,0.4022815847230959,0.8293617614269788,0.5,0.4903571428571428,2.019690739270257
179,179,1.3195968731852674,0.90625,0.9052299658813745,0.19800378927225387,0.70625,0.7087868430019593,1.1215930843004145,4.32619212312851,0.825,0.4093319805982901,0.8327365728900255,0.475,0.4648164528969483,1.9584300754154982
180,180,1.1562968060701557,0.9375,0.9371372393071755,0.15332171048243376,0.775,0.7683378936590877,1.002975094111195,4.350568016199281,0.85,0.35792548754325254,0.854895104895105,0.5,0.4764705882352941,1.9963212680682205
181,181,1.2411979886323228,0.90625,0.9079945599391029,0.16420245730836663,0.7125,0.7030583540234276,1.0769955273921572,4.417636758810727,0.825,0.3790519684281321,0.8327365728900255,0.475,0.4621848739495798,2.019292374455779
182,182,1.1695861027541448,0.90625,0.9054730461404088,0.17793256845362854,0.75,0.7496786982942046,0.9916535325837665,4.739048802730139,0.85,0.38265012554782063,0.854895104895105,0.475,0.4541021671826625,2.178199357431603
183,183,1.2375974571833706,0.94375,0.9439930893649248,0.16765973895335975,0.73125,0.7256393357955858,1.069937713711921,4.845440817338021,0.8,0.4823841025650381,0.8095811051693405,0.4,0.4081818181818182,2.1815283691243166
184,184,1.312589666635661,0.93125,0.9310365560365561,0.15614952344306743,0.68125,0.6794819078947368,1.1564401425014084,4.467503134556409,0.8,0.5014097005272561,0.8095811051693405,0.425,0.43090909090909085,1.9830467084128487
185,185,1.3308638214297688,0.94375,0.9422999516207063,0.17282799391025644,0.7125,0.7083708291154117,1.158035833642164,4.70425252320697,0.8,0.48151255878897226,0.8129144385026738,0.475,0.45731225296442685,2.111369972664329
186,186,1.5001393829922445,0.925,0.924489255765199,0.20303394572421105,0.675,0.6677477477477478,1.2971054414882812,4.064237976902314,0.825,0.48177496179851004,0.8327365728900255,0.425,0.4286145617667357,1.7912315303176456
187,187,1.4210247535493223,0.93125,0.9303964536857962,0.19316209904477546,0.7125,0.7102221397669091,1.2278626490884605,4.3655509203701515,0.8,0.49570717234731776,0.8095811051693405,0.475,0.4747767857142858,1.934921856202709
188,188,1.2697348637596029,0.94375,0.9439995189995191,0.1607258229098988,0.7375,0.7347246500514658,1.1090090424807009,4.354639984964751,0.8,0.5946589124832826,0.8095811051693405,0.525,0.5011609907120743,1.879990545890473
189,189,1.4117688135379454,0.91875,0.9181547619047619,0.18938095830792462,0.73125,0.7185399460109176,1.2223878637732,4.4096056839442666,0.8,0.5485619454906555,0.8129144385026738,0.525,0.5119565217391304,1.9305218535063715
190,190,1.365901075824503,0.91875,0.9198968446601942,0.1664250456709425,0.7,0.6931351615663585,1.1994760354318612,4.280140460280177,0.75,0.5523250967060449,0.763716577540107,0.45,0.43221739130434783,1.8639076852402354
191,191,1.2828620327726132,0.925,0.9254692236642669,0.1998565894467749,0.7,0.6956928345525866,1.0830054463689922,4.6696505544705476,0.85,0.44596128498305915,0.854895104895105,0.525,0.5005434782608695,2.11184463371747
192,192,1.2085141464465348,0.93125,0.93203125,0.1714508804883863,0.74375,0.740792824074074,1.0370632706291443,4.045792365074016,0.85,0.40965272338362413,0.854895104895105,0.525,0.5035714285714286,1.8180698169976695
193,193,1.3312052235981593,0.89375,0.895215300251708,0.20022204999688142,0.7375,0.728892539048789,1.1309831728488702,4.099761626123586,0.775,0.5218798999165302,0.7911739130434783,0.575,0.5432330827067668,1.788940875551964
194,194,1.245405261619225,0.93125,0.9310360716166404,0.17845960932513485,0.74375,0.7366961751805986,1.0669456521381555,4.167089322951801,0.8,0.4727501323814522,0.8129144385026738,0.5,0.47584586466165407,1.8471696024514699
195,195,1.172096934230911,0.95625,0.9564985150965188,0.11799336594857834,0.7375,0.7257821193545911,1.0541035652736248,4.577413758449171,0.8,0.4841268492702966,0.8095811051693405,0.525,0.5032467532467533,2.0466434704837893
196,196,1.1440627949920454,0.91875,0.9185353024168814,0.17321585081408625,0.75,0.7443700411846648,0.970846948279781,4.473985374718862,0.8,0.5269790492362517,0.8095811051693405,0.475,0.4747767857142858,1.9735031558898997
197,197,1.1803093281399044,0.95,0.9499368686868689,0.12163869456214656,0.75625,0.7578653200671301,1.0586706332354454,4.450916975176346,0.8,0.5890227639283694,0.8062062937062937,0.45,0.4334586466165414,1.9309471049222224
198,198,1.224449224108627,0.9125,0.9097578347578349,0.19452224221006986,0.75,0.7415780003738783,1.0299269814807637,4.293516722833736,0.8,0.5947869417398579,0.8129144385026738,0.45,0.44041867954911434,1.849364863376831
199,199,1.6228749358006962,0.93125,0.9305832728592163,0.15908982241778555,0.68125,0.6783102181128496,1.4637851199479837,4.395876887394001,0.85,0.4721282757993322,0.854895104895105,0.45,0.44448757763975155,1.9618743103462635
200,200,1.2962357744840793,0.90625,0.9033320980571332,0.18086304959280425,0.74375,0.7398859582059123,1.1153727269879474,4.496592769212168,0.8,0.6760625465365593,0.8106666666666668,0.4,0.3983937115516063,1.9102651225806142
201,201,1.2081539944498458,0.93125,0.9315618591934381,0.18034743299448106,0.7625,0.7606350027460083,1.0278065562745056,4.731663763289873,0.825,0.535718755035424,0.8365797101449275,0.375,0.37566889632107026,2.097972489389741
202,202,1.2563698408188493,0.925,0.9255948100203766,0.16432559707553143,0.71875,0.7153686452470778,1.0920442477854586,4.7339700371026705,0.8,0.48216297898470656,0.8106666666666668,0.4,0.3938923395445134,2.1259035092138077
203,203,1.3124544610407822,0.94375,0.9442676495265492,0.20092960159944068,0.68125,0.6802678461633054,1.1115248620506675,4.404623062256681,0.85,0.45522079334807586,0.854895104895105,0.525,0.5056818181818181,1.974701144592815
204,204,1.2398930243561694,0.94375,0.9432986449204804,0.1454147406863994,0.7125,0.7069976076555025,1.0944782832105915,4.129417110607013,0.825,0.4328877889956061,0.8314102564102563,0.5,0.47584586466165407,1.8482646693708304
205,205,1.2601322021199592,0.91875,0.9192356078904993,0.16243015330745186,0.71875,0.7134350518997257,1.0977020495960204,4.492885615047942,0.875,0.4464790375153541,0.8772686433063791,0.45,0.4418402777777778,2.023203265725141
206,206,1.2718537054846302,0.95,0.9500316091954023,0.16022311221266072,0.73125,0.7228163736323594,1.1116305943678007,4.1630781762243645,0.8,0.43512939782626747,0.8106666666666668,0.475,0.4703846153846154,1.863974377207338
207,207,1.1736078457512018,0.9375,0.9368332728592164,0.13757771771515545,0.775,0.7725608258871554,1.0360301271119068,4.656986464036161,0.775,0.5832530361296449,0.787840579710145,0.45,0.4547649572649573,2.0368667309405275
208,208,1.396379689647758,0.9375,0.9381604292790314,0.15182177566547211,0.66875,0.6652806424845898,1.2445579174263024,4.380311543401189,0.775,0.4075368209852968,0.787840579710145,0.475,0.4808921341816079,1.9863873668014294
209,209,1.3052171924302123,0.925,0.9254692236642669,0.15083915759308547,0.7375,0.7377297747542314,1.1543780367082612,4.343021946703056,0.825,0.5003597695001872,0.8314102564102563,0.525,0.5132310218517115,1.9213310807652164
210,210,1.1575101958150376,0.94375,0.9411277016993896,0.15519954708880693,0.75625,0.7506922183400192,1.0023106456071296,4.680663342541069,0.8,0.5137154098771134,0.8095811051693405,0.475,0.44375,2.0834739449084667
211,211,1.3081979496432357,0.9375,0.935262749513145,0.16274164692471943,0.71875,0.7105364014654815,1.1454563036246415,4.24901376813636,0.8,0.5835173618750474,0.8106666666666668,0.45,0.45316985645933017,1.8327481859362904
212,212,1.2655333722734121,0.9125,0.9116212480252764,0.18670681832690086,0.74375,0.73442374746654,1.0788265515255169,4.4290267415809526,0.8,0.6488214099308607,0.8095811051693405,0.5,0.49071428571428566,1.890102664974941
213,213,1.1155176560352162,0.94375,0.9433469601677149,0.14916324013126286,0.7625,0.7528342791229389,0.9663544166745384,4.627581515628816,0.775,0.5574610985568142,0.787840579710145,0.45,0.45297619047619053,2.035060206253533
214,214,1.2591752152156002,0.91875,0.9191131237183869,0.15843558918298228,0.71875,0.7208171633171634,1.1007396322275778,4.5596334681146,0.8,0.5472433044194986,0.8106666666666668,0.5,0.48001736458959454,2.0061950740869237
215,215,1.1337027999236882,0.925,0.9234007563901929,0.1445591303784811,0.7625,0.7637534340659341,0.9891436702560015,4.552202572440104,0.8,0.6211967333838629,0.8095811051693405,0.425,0.42692939244663386,1.9655029249141591
216,216,1.132832753814555,0.9375,0.936955846286415,0.15132510211637187,0.725,0.7230290570175438,0.981507652426999,4.3973913141503544,0.825,0.5640614085742527,0.8327365728900255,0.5,0.49404761904761896,1.9166649397800484
217,217,1.2587130149481112,0.90625,0.9069511217948717,0.1992918525003819,0.7375,0.7373050545221908,1.0594211613540523,4.942744845337768,0.775,0.5880714755541703,0.787840579710145,0.425,0.4206730769230769,2.1773366743289273
218,218,1.0449671666640579,0.94375,0.9445145631067963,0.11144499355254567,0.7875,0.7867706491538267,0.933522174114999,4.876453847202083,0.775,0.5900677959200948,0.787840579710145,0.45,0.4541062801932367,2.143193025314986
219,219,1.3195816189086238,0.925,0.925281954887218,0.16495463491118317,0.70625,0.6984992277543427,1.1546269869483787,5.044194997846967,0.85,0.48565943627349384,0.854895104895105,0.475,0.4680434782608696,2.279267758643198
220,220,1.2810919678994508,0.91875,0.9193475806015364,0.17438544185856628,0.74375,0.7390556458690856,1.106706525528179,4.576976899045576,0.825,0.45678855670005303,0.8347435897435898,0.55,0.5457815734989648,2.0600941881011523
221,221,1.135779687712528,0.95,0.9504317552762082,0.117967151029948,0.74375,0.7350092044393515,1.0178125340410076,4.747919595239727,0.8,0.6051098369888905,0.8177891156462586,0.475,0.4833333333333334,2.071404883567266
222,222,1.1352627325308664,0.9,0.899196647650595,0.19654401188914467,0.76875,0.7679776233723603,0.9387187205229044,4.866146702784533,0.775,0.6322780583833719,0.7911739130434783,0.4,0.4160867895545315,2.116934322076594
223,223,1.122728089092926,0.93125,0.9304903048427551,0.15174642221387452,0.7375,0.7384158438264337,0.970981667906973,4.722426283173206,0.775,0.5894155686563863,0.7911739130434783,0.475,0.45670995670995673,2.066505354805821
224,224,1.137332019493337,0.925,0.9263674677187949,0.1350066137654366,0.725,0.7139028697995276,1.002325404971438,5.1365178537205365,0.8,0.6167910444929248,0.8095811051693405,0.45,0.45,2.259863377065609
225,225,1.1870820251282113,0.925,0.9255698495688864,0.15013999684389975,0.725,0.7196557971014493,1.0369420290122888,4.410454294132026,0.8,0.5680833243597135,0.8095811051693405,0.55,0.5235294117647059,1.9211854813154574
226,226,1.2342626093765174,0.94375,0.9439294258373205,0.12180695568161423,0.74375,0.7355365090632165,1.1124556581157123,4.410165241244107,0.825,0.5400110736906015,0.8327365728900255,0.475,0.45714285714285713,1.9350770509684678
227,227,1.3222886672263627,0.9375,0.9362155712050078,0.16313972942932936,0.75625,0.7512936797392642,1.159148941852996,4.564272942673301,0.85,0.5500061866402348,0.854895104895105,0.5,0.49071428571428566,2.0071333508705154
228,228,1.242662445692679,0.925,0.9240595758901445,0.16744695789414657,0.7125,0.7080642659411989,1.0752154883628122,4.4584952140226815,0.8,0.5654807487000142,0.8129144385026738,0.475,0.4677471532091097,1.9465072458842698
229,229,1.2487692544646438,0.91875,0.91875,0.22547224984087083,0.75,0.7487324806478032,1.023297004596491,5.203915002569549,0.825,0.4784481831255107,0.8347435897435898,0.475,0.4616815476190476,2.362733406806361
230,230,1.1748628015646099,0.91875,0.9195032826716295,0.17058110342668226,0.775,0.7661955034098973,1.0042817011433507,4.820112937543302,0.775,0.5856962400238445,0.7911739130434783,0.5,0.4935474308300396,2.117208334062885
231,231,1.1162711068133535,0.94375,0.9428416271721959,0.1508619058556075,0.75625,0.750679076953748,0.9654092012743309,4.748745055421021,0.775,0.5922501299432952,0.7911739130434783,0.425,0.4357142857142858,2.0782474373838333
232,232,1.1543633630474854,0.94375,0.9440105946684895,0.12622022543682082,0.7375,0.7355090362576319,1.0281431380212038,5.167814235089462,0.825,0.5930313942882094,0.8347435897435898,0.45,0.46923076923076923,2.2873914276256975
233,233,1.1416483601786982,0.95625,0.9567592592592591,0.10723963711902221,0.725,0.72605380532972,1.0344087251459602,4.690898768906754,0.8,0.708619506848845,0.8062062937062937,0.525,0.5182161223535697,1.9911396345852608
234,234,1.1322381831921533,0.9375,0.9363191823899373,0.14856797009298747,0.75625,0.7551562076644314,0.9836702110993386,4.5002878536935045,0.775,0.6108357740551298,0.7911739130434783,0.55,0.5346320346320347,1.9447260422340633
235,235,1.384220627971849,0.90625,0.903240080420313,0.18959329961283605,0.7375,0.7282514321518081,1.1946273287884999,4.792982373852226,0.85,0.5421516757350219,0.854895104895105,0.55,0.5294817927170868,2.1254153511486664
236,236,1.2002685876917714,0.9125,0.9120815527065528,0.1646362849021939,0.7375,0.7255007356569856,1.0356323018325204,4.6952894703950445,0.825,0.5673923901020317,0.8327365728900255,0.525,0.5084415584415585,2.063948540063561
237,237,1.112961089625145,0.94375,0.9434909188034186,0.12402362702587744,0.74375,0.7402963195259955,0.9889374619779773,4.694493625347967,0.775,0.6298189185419233,0.7911739130434783,0.525,0.5032467532467533,2.0323373626393724
238,238,1.314402336454198,0.925,0.924815692469721,0.1499186190625336,0.7,0.6956140350877194,1.1644837200115332,4.878816241421729,0.8,0.6758984396122287,0.8095811051693405,0.5,0.49202564616309363,2.1014589227182987
239,239,1.1497883475626316,0.925,0.9256604292790314,0.12854880311599573,0.74375,0.7346013670107923,1.021239542084701,5.429387517448047,0.8,0.749763223908485,0.8129144385026738,0.55,0.5375,2.339812153676757
240,240,1.1113792862366012,0.94375,0.94375,0.12139528394345542,0.75,0.7443190912728728,0.9899840019850986,4.93482772418065,0.825,0.5860606662518876,0.8327365728900255,0.5,0.4841973244147157,2.1743835082772422
241,241,1.1078687665870977,0.9375,0.9370249692820783,0.14982064514052323,0.73125,0.7288011988011988,0.9580481229121409,5.083468509781232,0.825,0.6169749040857738,0.8327365728900255,0.5,0.4818181818181818,2.2332467970212746
242,242,1.1930244619813675,0.9125,0.9122289736330021,0.13439248940698706,0.69375,0.6899614949337767,1.0586319710496337,5.207620722817955,0.825,0.5663257126653434,0.8347435897435898,0.35,0.36343167701863355,2.320647508147522
243,243,1.1059443780839313,0.925,0.9247865560365561,0.16194678017649902,0.79375,0.7888886542792792,0.9439975933649107,5.237914195924532,0.825,0.5982223380291203,0.8314102564102563,0.4,0.4083333333333334,2.3198459167033434
244,244,1.0729432923323547,0.925,0.9243332728592163,0.12600368110661436,0.75,0.7411336790452371,0.9469396142161092,4.845837970377761,0.775,0.630406427264165,0.787840579710145,0.475,0.4676724137931035,2.1077157635925685
245,245,1.2846719228242804,0.93125,0.9307850710610144,0.1417326925771417,0.725,0.7232422268946085,1.1429392306423765,4.321831220851164,0.825,0.7307913156703023,0.8314102564102563,0.525,0.538986013986014,1.7955199542906484
246,246,1.1862231292044423,0.9375,0.9378493947572896,0.19386671445504572,0.775,0.7718507305336197,0.9923564091045401,5.180061751417815,0.8,0.7784418476887367,0.814455782312925,0.525,0.5202272727272728,2.2008099513783237
247,247,1.1393611055225221,0.9125,0.9146545872991106,0.16008792840324765,0.71875,0.7161351730019494,0.9792731757286617,4.874259788263588,0.825,0.5669298296096713,0.8314102564102563,0.525,0.5011609907120743,2.1536649876121365
248,248,1.1228064712290724,0.9375,0.9378405448717949,0.15817725617092254,0.78125,0.7736577291909122,0.9646292170177766,5.329422035781318,0.8,0.6619874326523132,0.8095811051693405,0.5,0.49851902173913043,2.3337172970423126
249,249,1.2427573038651527,0.93125,0.9312615510586033,0.14575301122442297,0.7125,0.7104065273930525,1.0970042964307023,4.857082283886848,0.85,0.5951936622105449,0.8585,0.5,0.48120300751879697,2.1309443193575133
250,250,1.2134067882234756,0.9375,0.9372582938388625,0.14749448159580822,0.73125,0.7207150760445832,1.0659123070746812,5.136298501701094,0.825,0.6540034237814325,0.8365797101449275,0.5,0.4953991596638655,2.2411475323766354
251,251,1.0837500153311832,0.95625,0.9559201300356961,0.11303822405402038,0.79375,0.7863019899189808,0.970711792593924,5.217108038254082,0.775,0.6200637977742189,0.787840579710145,0.5,0.4903571428571428,2.2985221216789795
252,252,1.0620775428967437,0.93125,0.9318429487179486,0.13492044957218613,0.78125,0.7789661202547801,0.9271570951217732,5.781457095139194,0.775,0.7495245447858224,0.7911739130434783,0.375,0.400948275862069,2.5159662794540054
