,epoch,train_loss,wire_train_acc,wire_train_f1,wire_train_loss,action_train_acc,action_train_f1,action_train_loss,val_loss,wire_val_acc,wire_val_loss,wire_val_f1,action_val_acc,action_val_f1,action_val_loss
86,86,1.6634183991469285,0.85,0.8492302710015981,0.2865409360179001,0.675,0.67056628367919,1.3768774610683863,2.6755225131302725,0.825,0.3712509497068822,0.8279874213836479,0.55,0.5235294117647059,1.1521357779398387
87,87,1.4458736791984848,0.91875,0.9194110576923077,0.19700232970758408,0.69375,0.6836963279177719,1.2488713442242443,3.0754526981952948,0.825,0.3842691025405657,0.8279874213836479,0.475,0.462987012987013,1.3455918013052723
88,88,1.6560424786974408,0.90625,0.9047434793948881,0.22377251854744457,0.66875,0.6523063483852646,1.4322699635810068,2.9206485731592693,0.825,0.46023453440284356,0.8327365728900255,0.5,0.49489583333333337,1.2302070104549785
89,89,1.4914854702713911,0.90625,0.9059274168813642,0.18532155550800553,0.68125,0.6620419708457547,1.306163912248985,2.932022583812068,0.8,0.42082454648334533,0.8062062937062937,0.5,0.47292397660818714,1.2555990131346335
90,90,1.7917648649434,0.90625,0.9049834032145355,0.2302464263278125,0.68125,0.6628882781849137,1.5615184403237095,3.1091164798199316,0.825,0.37078597374493255,0.8327365728900255,0.4,0.41502722323049,1.3691652451037952
91,91,1.5620723912904566,0.9125,0.9120726495726496,0.21961815042435262,0.6875,0.6844861753970045,1.3424542388854377,3.105686238245289,0.85,0.3431445412890753,0.854895104895105,0.475,0.462987012987013,1.3812708337908588
92,92,1.5106184985598758,0.95625,0.9560323854660346,0.2059185491003006,0.70625,0.6927495408817999,1.3046999505263615,3.0463088616852474,0.8,0.40243206488667055,0.8062062937062937,0.5,0.47344827586206895,1.3219384091968096
93,93,1.596688027814065,0.88125,0.8804601105845181,0.21460398882261417,0.61875,0.6147334371595055,1.3820840344068472,2.743222637409417,0.825,0.383501751741278,0.8327365728900255,0.525,0.5267857142857142,1.179860443216785
94,94,1.5318618862137043,0.9125,0.9125,0.22865969788756427,0.68125,0.6730025694253227,1.3032021846655368,3.0956234221182966,0.8,0.4080665082095948,0.8062062937062937,0.55,0.5402870680044594,1.34377846018524
95,95,1.5339957203605619,0.93125,0.931348953179522,0.1992794591201335,0.65625,0.650317431850789,1.334716266221093,3.132108152465844,0.8,0.4303482351533603,0.8062062937062937,0.5,0.48620311554748935,1.3508799580828963
96,96,1.4731313601237201,0.9,0.8980317068422357,0.21544247138839978,0.66875,0.6567169540229885,1.2576888878872563,3.404903025456315,0.825,0.40394946208689364,0.8278947368421052,0.45,0.45892857142857146,1.5004767728953539
97,97,1.6256252632834596,0.90625,0.9047309498013725,0.17369282824868365,0.61875,0.6125895670439958,1.451932438543904,3.4417113582298953,0.825,0.4207370604035532,0.8347435897435898,0.475,0.46396809712027104,1.5104871552285204
98,98,1.69858971456025,0.925,0.9234007563901929,0.21680555390926198,0.64375,0.637453184068151,1.4817841581204554,2.7275811593041,0.8,0.3861460849468131,0.8062062937062937,0.525,0.5060990338164251,1.1707175328858284
99,99,1.4940148818325611,0.9125,0.9107393961179009,0.23013303867264767,0.7,0.6913542798145897,1.2638818408614383,3.337605199198515,0.8,0.4117384482698981,0.8062062937062937,0.45,0.4458850931677018,1.4629333785173002
100,100,1.492114799812316,0.89375,0.8945851118736747,0.22452745123872542,0.69375,0.6874884674762821,1.2675873543040326,3.286217733977719,0.85,0.3603592093219049,0.854895104895105,0.475,0.4778432212465196,1.4629292648017327
101,101,1.4532323068158424,0.925,0.9244502167261601,0.19649765649824072,0.675,0.6667610370950888,1.2567346469518799,3.6034829475748666,0.775,0.39179396934923716,0.7849725274725274,0.4,0.3727842809364549,1.6058444756930386
102,102,1.3932795327026006,0.93125,0.9316703349832306,0.15935107548977534,0.64375,0.6304437260734252,1.233928452365236,3.1212250944898186,0.825,0.3914161794935353,0.8327365728900255,0.55,0.5334293394777265,1.3649044751525252
103,103,1.4618078225456812,0.9,0.8960777243589743,0.23911570254920492,0.74375,0.7291160888754128,1.222692120634467,3.991579188191099,0.825,0.3959489830012899,0.8327365728900255,0.425,0.42502722323049,1.7978150966431712
104,104,1.469027060861579,0.91875,0.9185407732293698,0.22359236800616578,0.7125,0.7100774968516903,1.2454346926305404,2.964899870163572,0.825,0.36830480929929765,0.8293617614269788,0.475,0.43752168883747833,1.2982975255543352
105,105,1.7942113860462634,0.8875,0.8859106465620551,0.26195970633885646,0.64375,0.6309709718329188,1.532251681673697,2.9041442656673553,0.825,0.38050334430881777,0.8327365728900255,0.5,0.4939309056956116,1.2618204413805187
106,106,1.621342285142847,0.925,0.9243332728592163,0.1569995718618699,0.68125,0.6755522284497857,1.4643427168931076,3.287271519733622,0.825,0.35307513188017764,0.8279874213836479,0.475,0.46571428571428564,1.4670982018029464
107,107,1.5500451941782103,0.925,0.9254807692307694,0.21351478824236664,0.7,0.6920921543703145,1.3365303982497152,2.9289260397050385,0.825,0.322629700996913,0.8279874213836479,0.475,0.45434782608695656,1.3031481708558204
108,108,1.5541018885757936,0.9125,0.9114889728930015,0.21435241443168707,0.65625,0.649985114918609,1.3397494749800232,3.2509872133929094,0.8,0.3890330050140619,0.8129144385026738,0.45,0.4443083003952569,1.4309771116400043
109,109,1.4341644768443111,0.925,0.9251888535017491,0.174986203024201,0.7125,0.7050509654191892,1.2591782754883787,3.437181434011427,0.8,0.433244316134369,0.8129144385026738,0.35,0.34674948240165626,1.5019685488074856
110,110,1.4711013696638282,0.9125,0.9121985983703172,0.18008125008600467,0.66875,0.6640853834744812,1.2910201186545045,3.3582819111438313,0.775,0.42007272844202814,0.7849725274725274,0.425,0.41944444444444445,1.4691045919329782
111,111,1.4041078512014118,0.94375,0.9437381634952725,0.18263348551318326,0.675,0.6767044138090824,1.2214743684267213,3.699544874763956,0.8,0.38600625937397126,0.8063207547169812,0.45,0.45211038961038963,1.6567693155719438
112,112,1.4855583425153578,0.9,0.8967242966563559,0.2417958732270847,0.69375,0.6959503155299616,1.2437624695515095,3.5839358664535212,0.775,0.4045296427793801,0.7849725274725274,0.525,0.49149175412293855,1.5897031252946818
113,113,1.444307935721525,0.9125,0.9069220869423107,0.2018702687813004,0.6875,0.6714079224006116,1.2424376680251665,3.256835621127448,0.825,0.39065530119114555,0.8347435897435898,0.45,0.4425935828877005,1.4330901422060833
114,114,1.453004157165548,0.91875,0.9199219630380888,0.22170363925495665,0.70625,0.6997384174184208,1.2313005174284506,3.596300382817435,0.8,0.3768434593344864,0.8063207547169812,0.475,0.47088509316770183,1.6097284783601253
115,115,1.5765427010620043,0.8875,0.886092903575298,0.24476594492092546,0.68125,0.6801730287256602,1.3317767533203153,2.999306414167222,0.775,0.472461482208746,0.7849725274725274,0.575,0.5485294117647059,1.2634224604269548
116,116,1.5176496742209735,0.8875,0.8847127555988316,0.21189039053221242,0.64375,0.6395226805753123,1.3057592803383329,3.5899931097398055,0.775,0.41581214740290307,0.7849725274725274,0.5,0.4764705882352941,1.58709048526336
117,117,1.3607877534369688,0.9125,0.9122254938044412,0.20445366737604612,0.6875,0.6838200475564538,1.1563340898871757,3.696420040726264,0.75,0.4009487269257079,0.763716577540107,0.5,0.48250000000000004,1.6477356724439063
118,118,1.4122731501689665,0.9125,0.9115342679127725,0.17530276816590415,0.69375,0.6854415045449507,1.2369703820282845,3.451027074456172,0.85,0.40806634624786964,0.8546568627450981,0.475,0.4550640113798009,1.5214803425594952
119,119,1.4903246360698854,0.89375,0.8918382087396173,0.19799559105459533,0.675,0.6669175561280825,1.2923290457488061,4.244954180158561,0.85,0.29371739207490466,0.85,0.4,0.3897023809523809,1.9756183933466105
120,120,1.4850056612284306,0.8875,0.8879007177033493,0.21875866457478438,0.65625,0.6610273017801992,1.2662469957242564,3.451000155135648,0.8,0.3992935154143197,0.8062062937062937,0.5,0.47584586466165407,1.5258533090351307
121,121,1.382042353303283,0.925,0.9248397435897436,0.1612474629565046,0.71875,0.7119563904563905,1.2207948912443194,3.524175952002264,0.825,0.4198417378067461,0.8327365728900255,0.425,0.4183068783068783,1.5521671001798694
122,122,1.65452851703061,0.91875,0.9194612184648419,0.22051249546209703,0.65,0.6329642041133855,1.434016019853641,3.823249503228362,0.85,0.3551390653494309,0.854895104895105,0.4,0.41786967418546367,1.7340552281604686
123,123,1.5986089159629668,0.9125,0.9134390096618358,0.18831520217669323,0.65,0.6492198528525908,1.4102937161766644,4.05953143795382,0.8,0.3963585763630363,0.8062062937062937,0.4,0.41334586466165407,1.8315864393365928
124,124,1.4753792062509958,0.9125,0.9116809116809119,0.1966290977680135,0.65625,0.6545198857291744,1.2787501135148842,3.638341765234236,0.825,0.41659885744084024,0.8327365728900255,0.525,0.49989274989274984,1.610871454578819
125,125,1.5465692827872537,0.90625,0.9073606078904992,0.1615634813531555,0.6625,0.6534319813451697,1.3850057958292148,3.753743265567903,0.8,0.4636345033781254,0.8129144385026738,0.55,0.5310344827586208,1.6450543726787885
